  0.0000     1.000000     0.000000    -1.000000     0.000000 
  0.1250     1.000000     0.009947    -1.000000     0.009947 
  0.2500     1.000000     0.019894    -1.000000     0.019894 
  0.3750     1.000000     0.029841    -1.000000     0.029841 
  0.5000     1.000000     0.039788    -1.000000     0.039788 
  0.6250     1.000000     0.049735    -1.000000     0.049735 
  0.7500     1.000000     0.059682    -1.000000     0.059682 
  0.8750     1.000000     0.069629    -1.000000     0.069629 
  1.0000     1.000000     0.079575    -1.000000     0.079575 
  1.1250     1.000000     0.089522    -1.000000     0.089522 
  1.2500     1.000000     0.099469    -1.000000     0.099469 
  1.3750     1.000000     0.109416    -1.000000     0.109416 
  1.5000     1.000000     0.119363    -1.000000     0.119363 
  1.6250     1.000000     0.129310    -1.000000     0.129310 
  1.7500     1.000000     0.139257    -1.000000     0.139257 
  1.8750     1.000000     0.149204    -1.000000     0.149204 
  2.0000     1.000000     0.159151    -1.000000     0.159151 
  2.1250     1.000000     0.169098    -1.000000     0.169098 
  2.2500     1.000000     0.179045    -1.000000     0.179045 
  2.3750     1.000000     0.188992    -1.000000     0.188992 
  2.5000     1.000000     0.198939    -1.000000     0.198939 
  2.6250     1.000000     0.208886    -1.000000     0.208886 
  2.7500     1.000000     0.218833    -1.000000     0.218833 
  2.8750     1.000000     0.228780    -1.000000     0.228780 
  3.0000     1.000000     0.238726    -1.000000     0.238726 
  3.1250     1.000000     0.248673    -1.000000     0.248673 
  3.2500     1.000000     0.258620    -1.000000     0.258620 
  3.3750     1.000000     0.268567    -1.000000     0.268567 
  3.5000     1.000000     0.278514    -1.000000     0.278514 
  3.6250     1.000000     0.288461    -1.000000     0.288461 
  3.7500     1.000000     0.298408    -1.000000     0.298408 
  3.8750     1.000000     0.308355    -1.000000     0.308355 
  4.0000     1.000000     0.318302    -1.000000     0.318302 
  4.1250     1.000000     0.328249    -1.000000     0.328249 
  4.2500     1.000000     0.338196    -1.000000     0.338196 
  4.3750     1.000000     0.348143    -1.000000     0.348143 
  4.5000     1.000000     0.358090    -1.000000     0.358090 
  4.6250     1.000000     0.368037    -1.000000     0.368037 
  4.7500     1.000000     0.377984    -1.000000     0.377984 
  4.8750     1.000000     0.387930    -1.000000     0.387930 
  5.0000     1.000000     0.397877    -1.000000     0.397877 
  5.1250     1.000000     0.407824    -1.000000     0.407824 
  5.2500     1.000000     0.417771    -1.000000     0.417771 
  5.3750     1.000000     0.427718    -1.000000     0.427718 
  5.5000     1.000000     0.437665    -1.000000     0.437665 
  5.6250     1.000000     0.447612    -1.000000     0.447612 
